# UK expansion + Füssen + Istanbul Hagia Sophia photo credits (Wikimedia Commons, CC/PD licensed)
# public path | Commons file | license | author

highlights/st-ives-3.jpg | https://commons.wikimedia.org/wiki/File:Porthminster_Beach_2026_01.jpg | CC BY-SA 4.0 | ArildV
highlights/st-ives-4.jpg | https://commons.wikimedia.org/wiki/File:St_Michael's_Mount_July_2026_07.jpg | CC BY-SA 4.0 | ArildV
highlights/st-ives-5.jpg | https://commons.wikimedia.org/wiki/File:Cliffs_at_Land's_End_-_geograph.org.uk_-_6204079.jpg | CC BY-SA 2.0 | G Laird <a href="//commons.wikimedia.or
highlights/stirling-1.jpg | https://commons.wikimedia.org/wiki/File:Stirling_Castle_2017.jpg | CC BY-SA 4.0 | DeFacto
highlights/stirling-2.jpg | https://commons.wikimedia.org/wiki/File:Wallace_monument.jpg | CC BY 3.0 | Eusebius
highlights/stirling-3.jpg | https://commons.wikimedia.org/wiki/File:Stirling_old_bridge.jpg | CC BY-SA 4.0 | Ellievking1
highlights/stirling-4.jpg | https://commons.wikimedia.org/wiki/File:The_Kelpies_at_The_Helix_in_Falkirk,_Scotland,_June_2014.jpg | CC BY 2.0 | Steven Straiton
highlights/stratford-upon-avon-1.jpg | https://commons.wikimedia.org/wiki/File:Shakespeare's_Birthplace.jpg | CC BY-SA 2.0 | Stuart Yeates [1]
highlights/stratford-upon-avon-2.jpg | https://commons.wikimedia.org/wiki/File:Anne_Hathaway's_Cottage_-_geograph.org.uk_-_7549242.jpg | CC BY-SA 2.0 | Philip Halling <a href="//commons.wikime
highlights/stratford-upon-avon-3.jpg | https://commons.wikimedia.org/wiki/File:Royal_Shakespeare_Theatre_south.jpg | CC BY-SA 4.0 | DeFacto
highlights/stratford-upon-avon-4.jpg | https://commons.wikimedia.org/wiki/File:Holy_Trinity_Church,_Stratford-upon-Avon.jpg | CC BY-SA 4.0 | DeFacto
highlights/tenby-1.jpg | https://commons.wikimedia.org/wiki/File:Tenby_Harbour_sunset-ish.jpg | CC BY 4.0 | Mac Edmunds
highlights/tenby-2.jpg | https://commons.wikimedia.org/wiki/File:Tenby_,_North_Beach_-_geograph.org.uk_-_3901930.jpg | CC BY-SA 2.0 | Lewis Clarke <a href="//commons.wikimed
highlights/tenby-3.jpg | https://commons.wikimedia.org/wiki/File:Cliffs_on_Caldey_Island_(6552).jpg | CC BY-SA 4.0 | Nilfanion
highlights/tenby-4.jpg | https://commons.wikimedia.org/wiki/File:Five_Arches_on_St_George's_Street,_Tenby_-_geograph.org.uk_-_4326731.jpg | CC BY-SA 2.0 | Ian S <a href="//commons.wikimedia.org/
highlights/windsor-1.jpg | https://commons.wikimedia.org/wiki/File:Windsor_Castle_Upper_Ward_Quadrangle_2_-_Nov_2006.jpg | CC BY 3.0 | Diliff
highlights/windsor-2.jpg | https://commons.wikimedia.org/wiki/File:St._Georges_Chapel,_Windsor_Castle_(2).jpg | CC BY-SA 2.0 | Aurelien Guichard from London, United Kingdom (changes by <a href="//commons.wikimedia.org/wiki/User:Raban
highlights/windsor-3.jpg | https://commons.wikimedia.org/wiki/File:The_Long_Walk_to_Windsor_Castle_-_geograph.org.uk_-_5606153.jpg | CC BY-SA 2.0 | Len Williams <a href="//commons.wikimed
highlights/windsor-4.jpg | https://commons.wikimedia.org/wiki/File:MK17792_Eton_College_Chapel.jpg | CC BY-SA 3.0 | Martin Kraft
cities/fussen.jpg | https://commons.wikimedia.org/wiki/File:Füssen_-_Altstadt.JPG | CC BY-SA 4.0 | C.Stadler/Bwag (talk / <a href="//commons
highlights/fussen-1.jpg | https://commons.wikimedia.org/wiki/File:Neuschwanstein_Castle_2024-02.jpg | CC0 | Wilfredor
highlights/fussen-2.jpg | https://commons.wikimedia.org/wiki/File:Schloss_Hohenschwangau_2021.jpg | CC BY-SA 3.0 de | Thomas Wolf, www.foto-
highlights/fussen-3.jpg | https://commons.wikimedia.org/wiki/File:Castillo_de_Neuschwanstein_desde_Marienbrücke,_Füssen,_Alemania,_2012-10-06,_DD_07.jpg | CC BY-SA 3.0 | Diego Delso
highlights/fussen-4.jpg | https://commons.wikimedia.org/wiki/File:Alpsee_Neuschwanstein.jpg | CC BY-SA 4.0 | Dmytro Balkhovitin
highlights/fussen-5.jpg | https://commons.wikimedia.org/wiki/File:Fuessen-JR-E-4537-2020-06-22.jpg | CC BY-SA 3.0 de | Johannes Robalotoff
highlights/istanbul-1.jpg | https://commons.wikimedia.org/wiki/File:Hagia_Sophia_Mars_2013.jpg | CC BY-SA 3.0 | Arild Vågen

# Edinburgh highlight replacements (2026-09-24)
highlights/edinburgh-3.jpg | https://commons.wikimedia.org/wiki/File:The_Royal_Mile,_Edinburgh_-_geograph.org.uk_-_2050206.jpg | CC BY-SA 2.0 | Stanley Howe <a href="//commons.wikimedi
highlights/edinburgh-6.jpg | https://commons.wikimedia.org/wiki/File:Museum_of_Scotland.jpg | CC BY-SA 3.0 | No machine-readable author provided. Maccoinnich~commonswiki assumed (based on copyright cl
highlights/edinburgh-7.jpg | https://commons.wikimedia.org/wiki/File:Grassmarket,_Edinburgh,_Scotland.jpg | CC BY 2.0 | rboed*
highlights/edinburgh-2.jpg | image supplied by the site owner (Edinburgh.png) | not a Commons image | -
